SerialNo,Substation_x,datetime,V_MIN,V_MIN_Filtered,V_MAX,V_MAX_Filtered,I_GEN_MIN,I_GEN_MIN_Filtered,I_GEN_MAX,I_GEN_MAX_Filtered,I_IMPORT_MIN,I_IMPORT_MIN_Filtered,I_IMPORT_MAX,I_IMPORT_MAX_Filtered,P_GEN_MIN,P_GEN_MAX,P_IMPORT_MIN,P_IMPORT_MAX,Q_GEN_MIN,Q_GEN_MAX,Q_IMPORT_MIN,Q_IMPORT_MAX,S_GEN_MIN,S_GEN_MAX,S_IMPORT_MIN,S_IMPORT_MAX,thdV_MIN,thdV_MIN_Filtered,thdV_MAX,thdV_MAX_Filtered,thdI_GEN_MIN,thdI_GEN_MAX,thdI_IMPORT_MIN,thdI_IMPORT_MAX,f_min,f_max,V_MAX_Rise_vs_VA_MIN_Filtered,V_MAX_Rise_vs_VA_MAX_Filtered,V_MAX_Rise_vs_VB_MIN_Filtered,V_MAX_Rise_vs_VB_MAX_Filtered,V_MAX_Rise_vs_VC_MIN_Filtered,V_MAX_Rise_vs_VC_MAX_Filtered,Site,Month,Hour,TempOut,HiTemp,LowTemp,OutHum,DewPt,WindSpeed,WindRun,HiSpeed,WindChill,HeatIndex,THWIndex,Bar,Rain,RainRate,SolarRad,SolarEnergy,HiSolarRad,HeatD-D,InTemp,InHum,InDew,InHeat,InEMC,InAirDensity,ET,Year,Day_of_Year,Week_of_Year,Voltage_Drop,Current_Drop,Power_Drop,Power_to_Solar_Ratio,Apparent_Power_Ratio,Temperature_Difference,Humidity_Variation,Dew_Point_Difference,Wind_Speed_Variability,Rainfall_Accumulation,THD_Variation,THD_I_Gen_Variation,Cumulative_Power_Generation,days_since_install,time_degradation,temp_stress,humidity_stress,solar_exposure,voltage_drop_stress,current_drop_stress,thd_stress,environmental_stress,operational_stress,daily_degradation,degradation
3067E69020456129,Forest Road,04-01-2014 01:00,0.86011844,0.86011844,0.815394105,0.815394105,0.014748508,0.014748508,0.024541284,0.024541284,0.021396496,0.021396496,0.007110442,0.007110442,0.009446254,0.008516887,0.687628442,0.235970561,0.624390244,0.55,0.506955178,0.184773311,0.430848238,0.437800901,0.021623538,0.007912355,0.706037515,0.706037515,0.677061085,0.677061085,0.014360958,0.022061456,0.125091344,0.036650555,0.996207585,0.993765771,0.564045076,0.779054917,0.602006891,0.78322926,0.607319743,0.873363561,Maple Drive East,4,1,0.321766562,0.31661442,0.339449541,0.8125,0.408256881,0.266666667,0.266666667,0.363636364,0.299684543,0.320872274,0.299065421,0.456289979,0,0,0,0,0,0.466165414,0.186157518,0.765957447,0.361538462,0.153688525,0.759193357,0.661538462,0,2014,91,14,-0.054849961,0.399032748,-0.109120504,,,-0.022835121,0.046542553,0.046718419,0.096969697,0,-0.02897643,0.007700498,4.724816462,29,0.00039726,0,0,0,-0.054849961,0.399032748,0.699122541,0,0.000208661,0.000605921,0.062797838
3067E69020456129,Forest Road,04-01-2014 02:00,0.867347356,0.867347356,0.844296603,0.844296603,0.029497016,0.029497016,0.024770642,0.024770642,0.036805494,0.036805494,0.007620065,0.007620065,0.009446254,0.008516887,0.68783395,0.235817234,0.624390244,0.55,0.505409583,0.184773311,0.423233575,0.43733499,0.037220844,0.008318117,0.683177022,0.683177022,0.60956856,0.60956856,0.013611558,0.02367447,0.117506494,0.036758754,0.995409182,0.991984563,0.596436368,0.784589187,0.653569486,0.863440381,0.653146343,0.902484194,Maple Drive East,4,2,0.331230284,0.326018809,0.348623853,0.84375,0.435779817,0.2,0.2,0.242424242,0.321766562,0.333333333,0.327102804,0.445628998,0,0,0,0,0,0.453634085,0.200477327,0.765957447,0.384615385,0.165983607,0.759193357,0.638461538,0.047619048,2014,91,14,-0.027301724,-0.19080547,-0.109120504,,,-0.022605044,0.077792553,0.051164432,0.042424242,0,-0.073608462,0.010062912,4.733333349,29,0.00039726,0,0,0,-0.027301724,-0.19080547,0.63324303,0,8.30E-05,0.000480287,0.063278125
3067E69020456129,Forest Road,04-01-2014 03:00,0.897365734,0.897365734,0.891615632,0.891615632,0.029241262,0.029241262,0.026070336,0.026070336,0.0371577,0.0371577,0.00735312,0.00735312,0.009771987,0.008516887,0.68783395,0.235970561,0.629268293,0.55,0.503863988,0.183917879,0.42305649,0.436558472,0.037929812,0.008115236,0.662368113,0.662368113,0.589064502,0.589064502,0.014056546,0.026871858,0.121037556,0.036820137,0.995808383,0.991687695,0.615021535,0.811976728,0.707973161,0.871022896,0.71800219,0.974455585,Maple Drive East,4,3,0.337539432,0.332288401,0.354740061,0.828125,0.435779817,0.2,0.2,0.303030303,0.331230284,0.339563863,0.333333333,0.424307036,0,0,0,0,0,0.441102757,0.205250597,0.765957447,0.392307692,0.170081967,0.759193357,0.630769231,0,2014,91,14,-0.006449082,-0.121629656,-0.147366051,,,-0.02245166,0.062167553,0.043472125,0.103030303,0,-0.073303611,0.012815312,4.741850236,29,0.00039726,0,0,0,-0.006449082,-0.121629656,0.61593636,0,9.76E-05,0.000494832,0.063772957
3067E69020456129,Forest Road,04-01-2014 04:00,0.867020625,0.867020625,0.812926819,0.812926819,0.029667519,0.029667519,0.025,0.025,0.035572775,0.035572775,0.00735312,0.00735312,0.009446254,0.008516887,0.68783395,0.235893898,0.624390244,0.55,0.505409583,0.183917879,0.42305649,0.43733499,0.036866359,0.008115236,0.672626026,0.672626026,0.591200342,0.591200342,0.014295221,0.02661539,0.121234912,0.034874624,0.995808383,0.994656375,0.548999941,0.790691074,0.598863568,0.850505501,0.639539127,0.933201354,Maple Drive East,4,4,0.302839117,0.31661442,0.324159021,0.921875,0.435779817,0.2,0.2,0.333333333,0.293375394,0.308411215,0.299065421,0.405117271,0,0,0,0,0,0.496240602,0.167064439,0.787234043,0.346153846,0.139344262,0.78054567,0.653846154,0,2014,91,14,-0.066542036,-0.18670076,-0.109120504,,,-0.007544601,0.134640957,0.089625971,0.133333333,0,-0.081425684,0.012320169,4.750367123,29,0.00039726,0,0,0,-0.066542036,-0.18670076,0.617815732,0,7.29E-05,0.000470175,0.064243132
3067E69020456129,Forest Road,04-01-2014 05:00,0.867388197,0.867388197,0.811957527,0.811957527,0.02855925,0.02855925,0.024159021,0.024159021,0.036717443,0.036717443,0.007595797,0.007595797,0.009446254,0.008516887,0.68783395,0.235970561,0.624390244,0.55,0.505409583,0.183917879,0.423587746,0.437800901,0.037220844,0.008318117,0.698124267,0.698124267,0.596753524,0.596753524,0.014054523,0.023800752,0.119005329,0.035800563,0.996606786,0.994062639,0.558381025,0.781254435,0.573233392,0.827832293,0.655388145,0.943738425,Maple Drive East,4,5,0.299684543,0.294670846,0.321100917,0.90625,0.422018349,0.133333333,0.133333333,0.212121212,0.299684543,0.30529595,0.30529595,0.383795309,0,0,0,0,0,0.501253133,0.150357995,0.808510638,0.330769231,0.12704918,0.793594306,0.661538462,0,2014,91,14,-0.068267943,-0.182136064,-0.109120504,,,-0.026430071,0.097739362,0.091249118,0.078787879,0,-0.101370743,0.009746229,4.75888401,29,0.00039726,0,0,0,-0.068267943,-0.182136064,0.620554276,0,7.40E-05,0.00047129,0.064714422
3067E69020456129,Forest Road,04-01-2014 06:00,0.806779661,0.806779661,0.779706569,0.779706569,0.030349531,0.030349531,0.023547401,0.023547401,0.036717443,0.036717443,0.00713471,0.00713471,0.009446254,0.008516887,0.68783395,0.235893898,0.619512195,0.545,0.508500773,0.185628743,0.422879405,0.438266812,0.036866359,0.007608034,0.693728019,0.693728019,0.637334472,0.637334472,0.014231507,0.022298396,0.120589506,0.035999276,0.996007984,0.992281431,0.580978229,0.775649212,0.596203832,0.817945287,0.658985454,0.926048918,Maple Drive East,4,6,0.321766562,0.31661442,0.336391437,0.921875,0.458715596,0.2,0.2,0.303030303,0.312302839,0.327102804,0.317757009,0.360341151,0,0,0,0,0,0.466165414,0.145584726,0.872340426,0.35,0.125,0.854092527,0.653846154,0,2014,91,14,-0.034722155,-0.288869672,-0.109120504,,,-0.019777017,0.049534574,0.108715596,0.103030303,0,-0.056393547,0.008066889,4.767400897,29,0.00039726,0,0,0,-0.034722155,-0.288869672,0.659632868,0,6.72E-05,0.000464468,0.06517889
3067E69020456129,Forest Road,04-01-2014 07:00,0.725137839,0.725137839,0.715204653,0.715204653,0.029241262,0.029241262,0.022782875,0.022782875,0.036365237,0.036365237,0.006479482,0.006479482,0.009446254,0.008516887,0.68783395,0.235970561,0.614634146,0.535,0.511591963,0.186484175,0.423941916,0.438888026,0.035802907,0.006999391,0.663247362,0.663247362,0.591200342,0.591200342,0.013474017,0.026446148,0.114290134,0.035696525,0.995808383,0.991687695,0.613664523,0.770114943,0.624251949,0.748438894,0.643292842,0.851459225,Maple Drive East,4,7,0.321766562,0.31661442,0.339449541,0.921875,0.458715596,0.2,0.2,0.272727273,0.312302839,0.327102804,0.317757009,0.341151386,0,0,0,0,0,0.466165414,0.145584726,0.893617021,0.357692308,0.125,0.867141163,0.646153846,0,2014,91,14,-0.013888593,-0.283475505,-0.109120504,,,-0.022835121,0.028257979,0.101023288,0.072727273,0,-0.07204702,0.012972131,4.775917784,29,0.00039726,0,0,0,-0.013888593,-0.283475505,0.61764649,0,6.41E-05,0.000461317,0.065640207
3067E69020456129,Forest Road,04-01-2014 08:00,0.775903614,0.775903614,0.713133894,0.713133894,0.028815004,0.028815004,0.024617737,0.024617737,0.034956415,0.034956415,0.006552285,0.006552285,0.009446254,0.008516887,0.687628442,0.235817234,0.614634146,0.54,0.510046368,0.186484175,0.423941916,0.437956204,0.034739454,0.006999391,0.596131301,0.596131301,0.517727467,0.517727467,0.012671017,0.025757459,0.109830968,0.035478045,0.995409182,0.994062639,0.538615848,0.74364978,0.529226863,0.764867678,0.552995151,0.813717351,Maple Drive East,4,8,0.318611987,0.31661442,0.339449541,0.90625,0.444954128,0.2,0.2,0.303030303,0.309148265,0.323987539,0.314641745,0.326226013,0,0,0,0,0,0.473684211,0.145584726,0.893617021,0.361538462,0.12704918,0.867141163,0.646153846,0,2014,91,14,-0.088019544,-0.170497678,-0.109120504,,,-0.022835121,0.012632979,0.083415666,0.103030303,0,-0.078403834,0.013086442,4.784434671,29,0.00039726,0,0,0,-0.088019544,-0.170497678,0.543484926,0,5.70E-05,0.000454254,0.066094461
3067E69020456129,Forest Road,04-01-2014 09:00,0.774065755,0.774065755,0.757148522,0.757148522,0.028985507,0.028985507,0.023700306,0.023700306,0.036013032,0.036013032,0.008032616,0.008032616,0.009771987,0.008516887,0.687628442,0.235817234,0.619512195,0.54,0.503863988,0.185628743,0.423941916,0.438111508,0.035802907,0.008520998,0.572977726,0.572977726,0.466040154,0.466040154,0.01241616,0.02193908,0.12169363,0.049808258,0.995808383,0.992578299,0.587055283,0.782531574,0.604847972,0.791480821,0.619727856,0.857206718,Maple Drive East,4,9,0.334384858,0.329153605,0.348623853,0.84375,0.440366972,0.2,0.2,0.242424242,0.32807571,0.336448598,0.330218069,0.31130064,0,0,0.007007007,0.00698324,0.009389671,0.446115288,0.171837709,0.872340426,0.388461538,0.145491803,0.854092527,0.615384615,0,2014,91,14,-0.022343348,-0.223001382,-0.147366051,1.215481446,62.52477099,-0.019470248,-0.028590426,0.051905434,0.042424242,0,-0.106937572,0.00952292,4.792951558,29,0.00039726,0,0,6.58E-05,-0.022343348,-0.223001382,0.487979234,6.58E-09,4.85E-05,0.000445794,0.066540255
3067E69020456129,Forest Road,04-01-2014 10:00,0.76348785,0.76348785,0.766488963,0.766488963,0.029838022,0.029838022,0.044189602,0.044189602,0.059610813,0.059610813,0.088552916,0.088552916,0.04267101,0.008810573,0.677764077,0.302897884,0.980487805,0.545,0.380216383,0.171941831,0.423233575,0.428172076,0.05955335,0.090789207,0.63042204,0.63042204,0.528406664,0.528406664,0.013834052,0.046712328,0.018898117,0.047979267,0.995808383,0.994656375,0.575314178,0.747906911,0.568941546,0.798617306,0.598091862,0.837409796,Maple Drive East,4,10,0.353312303,0.347962382,0.370030581,0.78125,0.440366972,0.266666667,0.266666667,0.303030303,0.337539432,0.352024922,0.336448598,0.289978678,0,0,0.028028028,0.027932961,0.028951487,0.411027569,0.190930788,0.829787234,0.4,0.161885246,0.8113879,0.592307692,0.047619048,2014,91,14,0.003915403,0.324772783,-3.843159463,0.314348658,15.27656801,-0.022068199,-0.048537234,0.040366972,0.036363636,0,-0.102015376,0.032878276,4.801762131,29,0.00039726,0,0,0.000811453,0.003915403,0.324772783,0.575118992,8.11E-08,0.000180761,0.000578103,0.067118358
3067E69020456129,Forest Road,04-01-2014 11:00,0.774065755,0.774065755,0.747015024,0.747015024,0.052600171,0.052600171,0.089678899,0.089678899,0.05758563,0.05758563,0.019195768,0.019195768,0.121824104,0.031718062,0.62782573,0.229070837,0.956097561,0.845,0.391035549,0.123182207,0.412077209,0.405808355,0.05707196,0.019882329,0.602872216,0.602872216,0.538231525,0.538231525,0.016906488,0.035987539,0.152630428,0.048019842,0.996806387,0.991984563,0.580447224,0.778558252,0.59916581,0.75691347,0.614827173,0.843923622,Maple Drive East,4,11,0.350157729,0.347962382,0.370030581,0.796875,0.440366972,0.266666667,0.266666667,0.303030303,0.334384858,0.348909657,0.333333333,0.277185501,0,0,0.012012012,0.012104283,0.014084507,0.418546366,0.200477327,0.808510638,0.403846154,0.168032787,0.794780546,0.576923077,0.047619048,2014,91,14,-0.036211763,0.413461008,-2.840843239,2.640528664,33.78354559,-0.022068199,-0.011635638,0.036520818,0.036363636,0,-0.064640691,0.019081051,4.833480193,29,0.00039726,0,0,0.000169183,-0.036211763,0.413461008,0.574219064,1.69E-08,0.000190294,0.000587571,0.067705928
3067E69020456129,Forest Road,04-01-2014 12:00,0.843128446,0.843128446,0.863902718,0.863902718,0.047399829,0.047399829,0.121406728,0.121406728,0.055032139,0.055032139,0.03152377,0.03152377,0.161889251,0.013509545,0.591861899,0.229914137,0.990243902,0.845,0.389489954,0.127459367,0.413848061,0.388880261,0.055654023,0.033171029,0.643610785,0.643610785,0.57539513,0.57539513,0.014534907,0.048964559,0.116599726,0.039843485,0.996207585,0.992875167,0.652722875,0.777635873,0.645288037,0.814674398,0.671289297,0.890159014,Maple Drive East,4,12,0.334384858,0.344827586,0.354740061,0.875,0.458715596,0.333333333,0.333333333,0.454545455,0.302839117,0.339563863,0.30529595,0.268656716,0,0,0.016016016,0.016061453,0.01799687,0.443609023,0.181384248,0.829787234,0.384615385,0.153688525,0.81376038,0.592307692,0.047619048,2014,91,14,0.024047004,0.609578235,-10.98332372,0.843502217,24.28071132,-0.009912475,0.045212766,0.074100211,0.121212122,0,-0.068215655,0.034429652,4.846989738,29,0.00039726,0,0,0.000288238,0.024047004,0.609578235,0.624359689,2.88E-08,0.000251597,0.000648886,0.068354815
3067E69020456129,Forest Road,04-01-2014 13:00,0.859750868,0.859750868,0.845133718,0.845133718,0.030946292,0.030946292,0.062996942,0.062996942,0.03962314,0.03962314,0.015385735,0.015385735,0.083387622,0.008810573,0.641594739,0.235893898,0.985365854,0.55,0.392581144,0.184773311,0.42270232,0.418077341,0.040411202,0.016534794,0.666178195,0.666178195,0.592054677,0.592054677,0.013599422,0.04917416,0.110375029,0.039710316,0.996806387,0.992578299,0.563514072,0.794309635,0.591972435,0.834076717,0.632709452,0.925027141,Maple Drive East,4,13,0.324921136,0.329153605,0.339449541,0.890625,0.449541284,0.333333333,0.333333333,0.363636364,0.29022082,0.330218069,0.295950156,0.253731343,0,0,0.06006006,0.060055866,0.060250391,0.461152882,0.181384248,0.829787234,0.384615385,0.153688525,0.81376038,0.584615385,0.047619048,2014,91,14,-0.017295665,0.508765171,-8.464494761,0.146696041,6.960987735,-0.010295936,0.060837766,0.064925899,0.030303031,0,-0.074123518,0.035574738,4.855800311,30,0.000410959,0,0,0.003618642,-0.017295665,0.508765171,0.641228837,3.62E-07,0.00022654,0.00063786,0.068992675
3067E69020456129,Forest Road,04-01-2014 14:00,0.875352256,0.875352256,0.851478169,0.851478169,0.033844842,0.033844842,0.04648318,0.04648318,0.0402395,0.0402395,0.013662727,0.013662727,0.050162866,0.008810573,0.67324291,0.239190432,0.995121951,0.55,0.375579598,0.187339607,0.421108553,0.426308433,0.040411202,0.014607425,0.628956624,0.628956624,0.556172576,0.556172576,0.012818672,0.046071808,0.157500307,0.056107767,0.996407186,0.993172035,0.566346097,0.767489712,0.594873965,0.800996134,0.62358584,0.877769973,Maple Drive East,4,14,0.296529968,0.319749216,0.318042813,0.9375,0.431192661,0.266666667,0.266666667,0.393939394,0.271293375,0.302180685,0.274143302,0.253731343,0,0,0.017017017,0.016992551,0.020344288,0.50877193,0.186157518,0.808510638,0.380769231,0.155737705,0.794780546,0.584615385,0.047619048,2014,91,14,-0.028038402,0.271890563,-4.693485089,0.517750732,25.05188971,0.001706403,0.128989362,0.05042343,0.127272727,0,-0.072784048,0.033253136,4.864610884,30,0.000410959,0,0,0.000346199,-0.028038402,0.271890563,0.602244384,3.46E-08,0.000169219,0.000580213,0.069572888
3067E69020456129,Forest Road,04-01-2014 15:00,0.749315908,0.749315908,0.856765211,0.856765211,0.029411765,0.029411765,0.05558104,0.05558104,0.044201814,0.044201814,0.914698959,0.914698959,0.072312704,0.008516887,0.684340321,0.948328734,0.985365854,0.55,0.497681607,0.233532934,0.423410661,0.422115235,0.044665012,0.93081761,0.646834701,0.646834701,0.621102093,0.621102093,0.013441654,0.04860264,0.010059793,0.075907265,0.995808383,0.995250111,0.589474305,0.770753512,0.598259082,0.803597978,0.637714405,0.859314132,Maple Drive East,4,15,0.271293375,0.285266458,0.293577982,0.953125,0.403669725,0.133333333,0.133333333,0.090909091,0.271293375,0.277258567,0.277258567,0.262260128,0,0,0.006006006,0.006052142,0.010954617,0.54887218,0.181384248,0.808510638,0.373076923,0.153688525,0.794780546,0.592307692,0,2014,91,14,0.125412775,0.47083097,-7.490508797,1.418061687,70.2821867,-0.008311524,0.144614362,0.030592802,-0.042424242,0,-0.025732608,0.035160986,4.873127771,30,0.000410959,0,0,6.58E-05,0.125412775,0.47083097,0.669704733,6.58E-09,0.00025319,0.000664155,0.070237043
3067E69020456129,Forest Road,04-01-2014 16:00,0.808004901,0.808004901,0.801515619,0.801515619,0.029582268,0.029582268,0.041131498,0.041131498,0.042616888,0.042616888,0.01480331,0.01480331,0.029315961,0.008516887,0.704480066,0.247546765,0.985365854,0.545,0.500772798,0.23609923,0.423587746,0.429259202,0.042892591,0.01562183,0.596717468,0.596717468,0.530542503,0.530542503,0.012027808,0.046859439,0.127667632,0.046903513,0.996007984,0.991687695,0.592129329,0.789413935,0.620443692,0.826791555,0.681664147,0.881473913,Maple Drive East,4,16,0.264984227,0.263322884,0.287461774,0.96875,0.399082569,0.066666667,0.066666667,0.060606061,0.264984227,0.271028037,0.271028037,0.277185501,0,0,0.001001001,0.000931099,0.005477308,0.558897243,0.181384248,0.808510638,0.373076923,0.153688525,0.794780546,0.592307692,0,2014,91,14,-0.008096264,0.280787974,-2.442098152,8.508370122,428.8299432,-0.02413889,0.160239362,0.026005646,-0.006060606,0,-0.066174965,0.034831631,4.881644658,30,0.000410959,0,0,5.48E-06,-0.008096264,0.280787974,0.577401942,5.48E-10,0.000170019,0.000580978,0.070818021
3067E69020456129,Forest Road,04-01-2014 17:00,0.712109455,0.712109455,0.710093845,0.710093845,0.028729753,0.028729753,0.024082569,0.024082569,0.042969094,0.042969094,0.087921955,0.087921955,0.009446254,0.008516887,0.698520345,0.307804354,0.614634146,0.535,0.476043277,0.215568862,0.424119001,0.438266812,0.042183623,0.090079124,0.556271981,0.556271981,0.454506621,0.454506621,0.012258392,0.022821747,0.02845652,0.045544775,0.996207585,0.995546979,0.563986076,0.734993614,0.595841141,0.75044603,0.610604244,0.809310939,Maple Drive East,4,17,0.230283912,0.24137931,0.25382263,0.953125,0.344036697,0.066666667,0.066666667,0.090909091,0.230283912,0.23364486,0.23364486,0.300639659,0,0,0,0,0,0.619047619,0.171837709,0.787234043,0.35,0.143442623,0.779359431,0.615384615,0,2014,91,14,-0.002838512,-0.192968782,-0.109120504,,,-0.01244332,0.165890957,-0.005963303,0.024242424,0,-0.10176536,0.010563355,4.890161545,30,0.000410959,0,0,0,-0.002838512,-0.192968782,0.477328368,0,5.63E-05,0.000467263,0.071285284
3067E69020456129,Forest Road,04-01-2014 18:00,0.772350419,0.772350419,0.851169758,0.851169758,0.028985507,0.028985507,0.025229358,0.025229358,0.069208418,0.069208418,0.017521295,0.017521295,0.009446254,0.008516887,0.722770242,0.249233364,0.624390244,0.54,0.468315301,0.167664671,0.423587746,0.43733499,0.06876994,0.018462163,0.567995311,0.567995311,0.449807774,0.449807774,0.013400189,0.020878058,0.098347015,0.028138154,0.995808383,0.994953243,0.697858281,0.609975876,0.700900683,0.673580137,0.729888953,0.816910403,Maple Drive East,4,18,0.223974763,0.222570533,0.247706422,0.96875,0.339449541,0.066666667,0.066666667,0.060606061,0.223974763,0.22741433,0.22741433,0.31130064,0,0,0,0,0,0.629072682,0.174224344,0.765957447,0.342307692,0.143442623,0.759193357,0.615384615,0,2014,91,14,0.092601198,-0.148880086,-0.109120504,,,-0.025135889,0.202792553,-0.002858151,-0.006060606,0,-0.118187537,0.007477869,4.898678432,30,0.000410959,0,0,0,0.092601198,-0.148880086,0.470685832,0,8.29E-05,0.00049384,0.071779125
3067E69020456129,Forest Road,04-01-2014 19:00,0.83957525,0.83957525,0.863153721,0.863153721,0.027109974,0.027109974,0.02469419,0.02469419,0.068680109,0.068680109,0.017836775,0.017836775,0.009446254,0.008516887,0.722770242,0.249770009,0.629268293,0.545,0.468315301,0.165098375,0.424296086,0.43733499,0.069833392,0.018867925,0.578546307,0.578546307,0.503630927,0.503630927,0.01282474,0.023761696,0.098683053,0.027835403,0.996806387,0.994359507,0.669597026,0.748119767,0.663180802,0.845673506,0.700901934,0.889392682,Maple Drive East,4,19,0.220820189,0.21630094,0.244648318,0.953125,0.325688073,0.066666667,0.066666667,0.121212121,0.220820189,0.221183801,0.221183801,0.330490405,0,0,0,0,0,0.634085213,0.178997613,0.723404255,0.330769231,0.147540984,0.71886121,0.623076923,0,2014,91,14,0.027316653,-0.097828032,-0.109120504,,,-0.028347378,0.229720745,-0.005081158,0.054545454,0,-0.07491538,0.010936956,4.907195319,30,0.000410959,0,0,0,0.027316653,-0.097828032,0.527392623,0,9.14E-05,0.000502335,0.07228146
3067E69020456129,Forest Road,04-01-2014 20:00,0.817316725,0.817316725,0.817464863,0.817464863,0.027706735,0.027706735,0.025458716,0.025458716,0.047019459,0.047019459,0.018152256,0.018152256,0.009446254,0.008516887,0.698725853,0.249770009,0.624390244,0.545,0.471406491,0.207014542,0.423941916,0.43733499,0.047146402,0.019070805,0.611078546,0.611078546,0.504058095,0.504058095,0.013808769,0.021690424,0.100981977,0.049042537,0.997005988,0.994953243,0.591952328,0.746275011,0.701565617,0.822628605,0.642771493,0.856568108,Maple Drive East,4,20,0.208201893,0.213166144,0.232415902,0.921875,0.298165138,0,0,0.060606061,0.208201893,0.211838006,0.211838006,0.347547974,0,0,0,0,0,0.651629073,0.176610979,0.70212766,0.315384615,0.145491803,0.699881376,0.630769231,0,2014,91,14,0.000181216,-0.088300565,-0.109120504,,,-0.019249758,0.21974734,-0.017219477,0.060606061,0,-0.107020451,0.007881655,4.915712206,30,0.000410959,0,0,0,0.000181216,-0.088300565,0.525748519,0,8.75E-05,0.000498485,0.072779944
3067E69020456129,Forest Road,04-01-2014 21:00,0.885358383,0.885358383,0.867823941,0.867823941,0.027365729,0.027365729,0.024082569,0.024082569,0.047019459,0.047019459,0.011697042,0.011697042,0.009446254,0.008516887,0.698725853,0.24126035,0.629268293,0.55,0.491499227,0.174508127,0.424119001,0.437645597,0.048209855,0.012578616,0.616354045,0.616354045,0.518581803,0.518581803,0.013595377,0.029703421,0.17699049,0.048065619,0.996606786,0.996140715,0.569001121,0.752589755,0.582058877,0.775795421,0.628695063,0.868893288,Maple Drive East,4,21,0.192429022,0.197492163,0.217125382,0.9375,0.279816514,0,0,0,0.192429022,0.193146417,0.193146417,0.362473348,0,0,0,0,0,0.681704261,0.164677804,0.680851064,0.288461538,0.135245902,0.685646501,0.646153846,0,2014,91,14,-0.020205068,-0.136329309,-0.109120504,,,-0.019633219,0.256648936,-0.008645024,0,0,-0.097772242,0.016108044,4.924229093,30,0.000410959,0,0,0,-0.020205068,-0.136329309,0.548285224,0,7.84E-05,0.000489309,0.073269254
3067E69020456129,Forest Road,04-01-2014 22:00,0.86563202,0.86563202,0.872538221,0.872538221,0.028985507,0.028985507,0.023470948,0.023470948,0.046315048,0.046315048,0.010313782,0.010313782,0.009446254,0.008516887,0.698314838,0.240110396,0.629268293,0.55,0.489953632,0.174508127,0.423410661,0.437956204,0.047500886,0.011361331,0.63950762,0.63950762,0.558308415,0.558308415,0.014131385,0.028690568,0.167330741,0.048540033,0.995808383,0.993765771,0.612602513,0.768483042,0.643837273,0.775646744,0.631979563,0.869787343,Maple Drive East,4,22,0.173501577,0.175548589,0.198776758,0.890625,0.233944954,0,0,0,0.173501577,0.174454829,0.174454829,0.377398721,0,0,0,0,0,0.711779449,0.145584726,0.680851064,0.261538462,0.120901639,0.68683274,0.669230769,0,2014,91,14,0.00791507,-0.234952546,-0.109120504,,,-0.023228169,0.209773936,-0.027593508,0,0,-0.081199205,0.014559183,4.93274598,30,0.000410959,0,0,0,0.00791507,-0.234952546,0.586998983,0,7.20E-05,0.000482951,0.073752205
3067E69020456129,Forest Road,04-01-2014 23:00,0.862078824,0.862078824,0.878177733,0.878177733,0.027195226,0.027195226,0.024388379,0.024388379,0.044465968,0.044465968,0.010507923,0.010507923,0.009446254,0.008516887,0.697081792,0.240110396,0.629268293,0.55,0.489953632,0.175363559,0.424296086,0.437800901,0.045373981,0.011462771,0.641852286,0.641852286,0.592909013,0.592909013,0.013924061,0.027442077,0.181679015,0.052332223,0.995608782,0.993765771,0.613782524,0.80324961,0.638820045,0.815343443,0.685887076,0.896225813,Forest Road,4,23,0.173501577,0.175548589,0.195718654,0.859375,0.21559633,0.066666667,0.066666667,0.121212121,0.173501577,0.171339564,0.171339564,0.375266525,0,0,0,0,0,0.714285714,0.133651551,0.829787234,0.315384615,0.114754098,0.814946619,0.676923077,0,2014,91,14,0.018332176,-0.115089527,-0.109120504,,,-0.020170065,0.029587766,-0.099788285,0.054545454,0,-0.048943273,0.013518016,4.941262867,30,0.000410959,0,0,0,0.018332176,-0.115089527,0.62035109,0,0.000104719,0.000515678,0.074267882
3067E69020456129,Forest Road,05-01-2014 00:00,0.831856239,0.831856239,0.820020267,0.820020267,0.025745951,0.025745951,0.023547401,0.023547401,0.036365237,0.036365237,0.009124663,0.009124663,0.009446254,0.008516887,0.688039457,0.239420423,0.624390244,0.545,0.506955178,0.183917879,0.424827342,0.437956204,0.036866359,0.009738284,0.684935522,0.684935522,0.646304998,0.646304998,0.015030461,0.030195528,0.12214168,0.037630594,0.995808383,0.994359507,0.617322556,0.75698879,0.594994862,0.802854594,0.664198947,0.861804713,Forest Road,5,0,0.160883281,0.163009404,0.186544343,0.859375,0.197247706,0.066666667,0.066666667,0.121212121,0.160883281,0.158878505,0.158878505,0.385927505,0,0,0,0,0,0.73433584,0.128878282,0.829787234,0.303846154,0.108606557,0.81376038,0.684615385,0,2014,121,18,-0.014433755,-0.093366992,-0.109120504,,,-0.023534939,0.029587766,-0.106598448,0.054545454,0,-0.038630524,0.015165067,4.949779754,30,0.000410959,0,0,0,-0.014433755,-0.093366992,0.676500526,0,0.00011374,0.000524699,0.074792581
